time,x,y
7.0600,11.0552,5.3044
7.0700,11.0855,5.3219
7.0800,11.1160,5.3394
7.0900,11.1465,5.3569
7.1000,11.1770,5.3745
7.1100,11.2076,5.3920
7.1200,11.2382,5.4096
7.1300,11.2688,5.4273
7.1400,11.2995,5.4449
7.1500,11.3303,5.4625
7.1600,11.3611,5.4802
7.1700,11.3920,5.4979
7.1800,11.4229,5.5156
7.1900,11.4538,5.5334
7.2000,11.4848,5.5511
7.2100,11.5158,5.5689
7.2200,11.5469,5.5867
7.2300,11.5781,5.6045
7.2400,11.6092,5.6223
7.2500,11.6405,5.6401
7.2600,11.6717,5.6580
7.2700,11.7031,5.6759
7.2800,11.7344,5.6938
7.2900,11.7658,5.7117
7.3000,11.7973,5.7296
7.3100,11.8288,5.7476
7.3200,11.8603,5.7656
7.3300,11.8919,5.7836
7.3400,11.9236,5.8016
7.3500,11.9553,5.8196
7.3600,11.9870,5.8377
7.3700,12.0188,5.8557
7.3800,12.0507,5.8738
7.3900,12.0825,5.8919
7.4000,12.1145,5.9101
7.4100,12.1464,5.9282
7.4200,12.1785,5.9464
7.4300,12.2105,5.9645
7.4400,12.2426,5.9827
7.4500,12.2748,6.0010
7.4600,12.3070,6.0192
7.4700,12.3393,6.0375
7.4800,12.3716,6.0557
7.4900,12.4039,6.0740
7.5000,12.4362,6.0922
7.5100,12.4687,6.1105
7.5200,12.5012,6.1287
7.5300,12.5337,6.1470
7.5400,12.5663,6.1653
7.5500,12.5990,6.1835
7.5600,12.6317,6.2018
7.5700,12.6644,6.2201
7.5800,12.6973,6.2383
7.5900,12.7301,6.2566
7.6000,12.7631,6.2749
7.6100,12.7961,6.2931
7.6200,12.8291,6.3114
7.6300,12.8622,6.3297
7.6400,12.8954,6.3480
7.6500,12.9286,6.3662
7.6600,12.9619,6.3845
7.6700,12.9952,6.4028
7.6800,13.0286,6.4211
7.6900,13.0620,6.4394
7.7000,13.0955,6.4577
7.7100,13.1291,6.4759
7.7200,13.1627,6.4942
7.7300,13.1964,6.5125
7.7400,13.2301,6.5308
7.7500,13.2639,6.5491
