x_central,y_central,x_border1,y_border1,x_border2,y_border2,is_curve
356.47746,426.07244,358.03213003093003,421.32028247999625,354.92278996907,430.8245975200037,1
360.18452511966586,427.2931974975512,361.7503764574498,422.54471251937554,358.6186737818819,432.0416824757269,0
363.8911185527768,428.51715388581687,365.46092918702016,423.7699763483093,362.3213079185334,433.26433142332445,0
367.59709808811687,429.7444089344609,369.17103543342074,424.9985980202906,366.023160742813,434.4902198486312,0
371.3023215144694,430.9750624131468,372.8805531068642,426.23067783337603,369.72408992207454,435.7194469929176,0
375.00664662061837,432.2092140915382,376.5893401356297,427.4663161127133,373.42395310560704,436.95211207036306,0
378.7099311953473,433.4469637392987,380.29725446580596,428.70561321069823,377.1226079248886,438.1883142678992,0
382.41203302744003,434.688411126092,384.00415406103247,429.94866950714345,380.8199119938476,439.4281527450405,0
386.11280990568025,435.9336560215817,387.7098969022311,431.19558540946036,384.5157229091294,440.6717266337031,0
389.81211961885157,437.1827981954316,391.41434098733214,432.4464613528512,388.209898250371,441.919135038012,0
393.50981995573784,438.43593741730507,395.11734433099406,433.70139780051477,391.9022955804816,443.17047703409537,0
397.20576870512264,439.693173456866,398.81876496431335,434.9604952438627,395.5927724459319,444.42585166986936,0
400.8998236557897,440.9546060837777,402.5184609345287,436.22385420274696,399.2811863770507,445.6853579648085,0
404.5918425965228,442.2203350677042,406.2162903047154,437.4915752257004,402.96739488833015,446.949094909708,0
408.2816833161056,443.49046017830887,409.91211115347056,438.76375889018567,406.65125547874067,448.21716146643206,0
411.9692036033218,444.7650811852554,413.6057815745903,440.04050580285764,410.33262563205324,449.4896565676531,0
415.6542612469552,446.0442978582075,417.2971596767362,441.32191659983556,414.01136281717413,450.7666791165795,0
419.3367140357893,447.32820996682887,420.98610358309094,442.60809194698527,417.6873244884877,452.04832798667246,0
423.016419758608,448.6169172807829,424.67247143100445,443.89913254021315,421.3603680862115,453.33470202135265,0
426.69323620419493,449.9105195697334,428.3561213716279,445.1951391057696,425.03035103676194,454.62590003369723,0
430.36702116133375,451.209116603344,432.03691156953516,446.49621240056234,428.69713075313234,455.92202080612566,0
434.03763241880836,452.51280815127836,435.7147002023333,447.8024532124799,432.3605646352834,457.2231630900768,0
437.70492776540226,453.8216939832001,439.38934546025814,449.11396236072454,436.0205100705464,458.5294256056756,0
441.3687649898992,455.13587386877276,443.0607055457582,450.43084069615435,439.6768244340402,459.8409070413912,0
445.0290018810829,456.45544757766004,446.7286386730625,451.75318910163503,443.32936508910325,461.15770605368505,0
448.6854962277371,457.78051487952564,450.39300306773487,453.0811084923996,446.9779893877393,462.4799212666517,0
452.33810581864554,459.11117554403313,454.05365696621135,454.41469981641717,450.62255467107974,463.8076512716491,0
455.9866884425918,460.44752934084613,457.7104586153224,455.75406405476974,454.2629182698612,465.1409946269225,0
459.6311018883597,461.7896760396284,461.3632662717979,457.09930222203684,457.8989375049215,466.4800498572199,0
463.2712039447329,463.13771541004337,465.0119382017541,458.45051536668774,461.53046968771173,467.824915453399,0
466.90685240049515,464.49174722175496,468.65633268016245,459.80780457148103,465.15737212082786,469.1756898720289,0
470.5379050444301,465.8518712444265,472.29630799029934,461.1712709538699,468.77950209856084,470.5324715349831,0
474.1642196653215,467.21818724772186,475.93172242317604,462.54101566641583,472.396716907467,471.8953588290279,0
477.78565405195303,468.59079500130457,479.56243427694704,463.91713989720563,476.008873826959,473.2644501054035,0
481.4020659931084,469.96979427483825,483.27350776825665,465.33323243633873,479.53062421796017,474.60635611333777,0
484.9288274529633,471.4739730059151,487.24267550967727,467.04158006638,482.6149793962493,475.90636594545026,1
488.1793362955101,473.5077418198685,491.10301061484927,469.45161947525946,485.2556619761709,477.56386416447754,1
491.1853319694112,475.98369436771776,494.54148111086903,472.27744789179474,487.8291828279534,479.6899408436408,1
493.98441320216386,478.7644628725369,497.6137378686003,475.32527656388834,490.3550885357274,482.2036491811855,1
496.6141787212646,481.7126795573997,500.3953361447443,478.44115872774506,492.83302129778485,484.9842003870544,1
499.1131123002891,484.6921092723054,502.970685046733,481.5110508783281,495.2555395538452,487.8731676662827,1
501.55777984909895,487.70763426056675,505.4717397606953,484.5962169291217,497.6438199375026,490.8190515920118,1
503.95151636138405,490.7785057642974,507.9198954852758,487.7368011223145,499.9831372374923,493.8202104062803,1
506.3014097866492,493.89644094344385,510.3145587965222,490.9140534728835,502.28826077677616,496.8788284140042,1
508.61454807439907,497.05315695795224,512.6634311245064,494.1194654188579,504.5656650242918,499.9868484970466,1
510.8980191741384,500.2403709677691,514.9741078510636,497.34459799706826,506.82193049721315,503.1361439384699,1
513.1589110353722,503.44980013284106,517.2540717762367,500.58106199448105,509.0637502945076,506.3185382712011,1
515.4043116076047,506.6731616131138,519.5106892038057,503.8205026714564,511.2979340114036,509.5258205547712,1
517.641308840341,509.9021725685346,521.7512076125853,507.0545890171871,513.5314100680968,512.749756119882,1
519.8769906830856,513.128550159049,523.9827541950908,510.275007451556,515.7712271710805,515.9820928665421,1
522.1184450853436,516.3440115446041,526.2123348458066,513.4734599200593,518.0245553248807,519.2145631691488,1
524.3727599966194,519.5402738851458,528.4468334717368,516.6416664057956,520.298686521502,522.438881364496,1
526.6470233664179,522.7090543406205,530.6930117896064,519.7713719753154,522.6010349432294,525.6467367059255,1
528.9483231442438,525.8420700709748,532.9575100808779,522.8543585542579,524.9391362076096,528.8297815876917,1
531.2837472796017,528.931038236155,535.2468497096578,525.8824616619349,527.3206448495456,531.9796148103751,1
