x_central,y_central,x_border1,y_border1,x_border2,y_border2,is_curve
366.55269648032765,438.1146616617853,368.16796304297065,433.23367300100836,364.9374299176847,442.9956503225623,1
370.36453556726934,439.36992181898006,371.98222042991057,434.48973411150325,368.7468507046281,444.2501095264568,0
374.17588963622813,440.62847127816076,375.796005260387,435.7490899916263,372.5557740120692,445.50785256469516,0
377.9866124566269,441.89041262881324,379.60918644074235,437.01184828660166,376.3640384725114,446.7689769710248,0
381.79655779788806,443.15584846042293,383.42162685107246,438.2781146682395,380.17148874470365,448.0335822526064,0
385.6055794294344,444.42488136247533,387.23318608640636,439.54799373354575,383.9779727724624,449.30176899140497,0
389.4135311206883,445.69761392445605,391.04658941599274,440.82254910651125,387.7804728253838,450.5726787424009,0
393.2202666410725,446.97414873585075,394.8582599045803,442.10073982178153,391.5822733775647,451.8475576499199,0
397.0256397600097,448.25458838614486,398.66874105988774,443.3828993060243,395.3825384601316,453.1262774662654,0
400.8295042469222,449.53903546482394,402.4778868655911,444.6691308335712,399.18112162825344,454.40894009607666,0
404.63171387123316,450.8275925613736,406.2855513225582,445.95953770757205,402.97787641990806,455.6956474151752,0
408.4321224023646,452.1203622652794,410.0915884485491,447.2542232602173,406.7726563561801,456.98650127034153,0
412.2305836097394,453.41744716602676,413.89585227790997,448.55329085297143,410.56531494156894,458.2816034790821,0
416.02695126278036,454.71894985310155,417.6981968612571,449.85684387681937,414.3557056643037,459.58105582938373,0
419.82107913090965,456.0249729159888,421.49847626515174,451.164985752522,418.14368199666757,460.88496007945565,0
423.61282098355036,457.3356189441746,425.2965445717668,452.4778199308858,421.92909739533394,462.19341795746345,0
427.40203059012475,458.6509905271442,429.09225587854047,453.7954498930411,425.71180530170903,463.5065311612473,0
431.1885617200554,459.97119025438315,432.8854642978219,455.11797915073276,429.4916591422889,464.8244013580335,0
434.9722681427654,461.2963207153774,436.67602395650516,456.44551124662127,433.26851232902567,466.1471301841336,0
438.75300362767683,462.6264844996119,440.4637889956488,457.77814975459285,437.04221825970484,467.4748192446309,0
442.5306219442125,463.9617841965726,444.24861357008746,459.11599828008286,440.8126303183375,468.80757011306224,0
446.304976861795,465.30232239574497,448.03035184802707,460.4591604604065,444.579601875563,470.1454843310834,0
450.075922149847,466.6482016866145,451.8088580106277,461.8077399651001,448.3429862890663,471.48866340812896,0
453.8433115777911,467.99952465866687,455.58398625157315,463.16184049627265,452.1026369040091,472.83720882106115,0
457.60699891504987,469.3563939013876,459.3555907766238,464.52156578896586,455.858407053476,474.1912220138093,0
461.36683793104595,470.71891200426217,463.1235258031564,465.88701961152344,459.6101500589355,475.55080439700083,0
465.122682395202,472.08718155677616,466.8876455596857,467.2583057659692,463.3577192307182,476.9160573475831,0
468.8743860769404,473.4613051484151,470.64780428537057,468.6355280883931,467.1009678685102,478.28708220843714,0
472.621802745684,474.84138536866465,474.40385622950197,470.01879044934594,470.8397492618661,479.66398028798335,0
476.3647861708554,476.2275248070103,478.16367416577,471.41118404282236,474.56589817594084,481.04386557119824,0
480.10319012187705,477.6198260529376,481.96063858166,472.82576497757816,478.2457416620941,482.41388712829695,0
483.8368683681718,479.0183916959321,485.81323492745736,474.2721182526543,481.86050180888617,483.76466513920985,0
487.56567467916204,480.42332432547926,489.70568612745586,475.7485529539364,485.42566323086817,485.0980956970222,0
491.2894628242705,481.8347265310649,493.6218486477945,477.2529023588328,488.9570770007465,486.41655070329705,0
495.0080865729197,483.25270090217435,497.54761617108954,478.78236245916514,492.46855697474984,487.7230393451835,0
498.63452602003844,484.79939271787725,501.385919602755,480.45624066803924,495.8831324373219,489.1425447677153,1
501.97690503375986,486.890642590372,504.94089706797365,482.6897036957743,499.01291299954613,491.0915814849697,1
505.0678601249365,489.4365737770774,508.2431751565027,485.39299728771357,501.89254509337025,493.4801502664412,1
507.94605268592727,492.29593603164733,511.32837033900006,488.4238482655012,504.56373503285454,496.16802379779347,1
510.65014410909146,495.3274791077362,514.2322268663023,491.639414643072,507.06806135188066,499.01554357240053,1
513.2197058472071,498.39111739772034,516.9863793912807,494.89178792089155,509.4530323031336,501.89044687454907,0
515.7334678169378,501.4918711333169,519.6474124757048,498.15807846082885,511.8195231581708,504.825663805805,0
518.1948592699671,504.6495356606537,522.2092138367616,501.43735668259507,514.1805047031726,507.8617146387124,0
520.6111684847833,507.8555940391189,524.691391142298,504.7275084520338,516.5309458272686,510.98367962620404,0
522.9896837398758,511.10152932810087,527.1124690225201,508.0297581959628,518.8668984572313,514.173300460239,0
525.3376933137332,514.3788245869885,529.4887065052519,511.3453075095906,521.1866801222145,517.4123416643863,0
527.6624854848444,517.6789628751699,531.8330393725247,514.6723673511625,523.491931597164,520.6855583991772,0
529.9713485316981,520.9934272520335,534.1537955724365,518.0033983012631,525.7889014909598,523.9834562028038,0
532.2715707327837,524.3137007769684,536.4576929233715,521.328819308552,528.0854485421959,527.2985822453846,0
534.5704403665893,527.6312665093621,538.7520556861117,524.6400744903566,530.3888250470669,530.6224585283678,0
536.8752457116043,530.9376075086038,541.0440878321068,527.9286389562009,532.7064035911018,533.9465760610068,0
539.1932750463171,534.2242068340818,543.3408729379606,531.1860218324301,535.0456771546736,537.2623918357334,0
541.531816649217,537.4825475451844,545.6336566067016,534.3828628292479,537.4299766917326,540.5822322611209,0
543.8981587987927,540.7041127013002,547.8839681814001,537.4565813403208,539.9123494161852,543.9516440622797,0
546.2995897735328,543.8803853618176,550.0843740083805,540.4006519423335,542.5148055386851,547.3601187813017,0
548.7433978519265,547.0028485861252,552.2467858348994,543.2399495686404,545.2400098689536,550.76574760361,0
551.2368713124623,550.0629854336113,554.3513396198689,545.9723591322747,548.1224030050557,554.1536117349478,0
553.7872984336294,553.0522789636647,556.3828264322561,548.6142196148759,551.1917704350026,557.4903383124533,0
556.6898209969189,555.6264675317326,558.6083058774668,550.8565039953797,554.7713361163711,560.3964310680855,1
560.4625007588228,557.2002384249217,561.5275201498156,552.1704402110928,559.39748136783,562.2300366387506,1
564.4746947625076,557.9144715764719,564.5181431451153,552.7733385677786,564.4312463799,563.0556045851652,1
