time,x,y,u1,u2
15.5700,-0.4163,0.2264,0.0998,0.1502
15.5800,-0.4055,0.2103,0.0998,0.1502
15.5900,-0.3939,0.1946,0.0998,0.1502
15.6000,-0.3818,0.1793,0.0998,0.1502
15.6100,-0.3691,0.1645,0.0998,0.1502
15.6200,-0.3558,0.1503,0.0998,0.1502
15.6300,-0.3419,0.1365,0.0998,0.1502
15.6400,-0.3275,0.1233,0.0998,0.1502
15.6500,-0.3126,0.1106,0.0998,0.1502
15.6600,-0.2972,0.0986,0.0998,0.1502
15.6700,-0.2813,0.0871,0.0998,0.1502
15.6800,-0.2650,0.0763,0.0998,0.1502
15.6900,-0.2483,0.0661,0.0998,0.1502
15.7000,-0.2311,0.0566,0.0998,0.1502
15.7100,-0.2136,0.0477,0.0998,0.1502
15.7200,-0.1957,0.0396,0.0998,0.1502
15.7300,-0.1775,0.0322,0.0998,0.1502
15.7400,-0.1590,0.0254,0.0998,0.1502
15.7500,-0.1403,0.0194,0.0998,0.1502
15.7600,-0.1213,0.0142,0.0998,0.1502
15.7700,-0.1021,0.0097,0.0998,0.1502
15.7800,-0.0828,0.0060,0.0998,0.1502
15.7900,-0.0633,0.0030,0.0998,0.1502
15.8000,-0.0436,0.0008,0.0998,0.1502
15.8100,-0.0239,-0.0006,0.0998,0.1502
15.8200,-0.0042,-0.0012,0.0998,0.1502
15.8300,0.0156,-0.0011,0.0998,0.1502
15.8400,0.0354,-0.0001,0.0998,0.1502
15.8500,0.0551,0.0016,0.0998,0.1502
15.8600,0.0748,0.0041,0.0998,0.1502
15.8700,0.0943,0.0074,0.0998,0.1502
15.8800,0.1137,0.0115,0.0998,0.1502
15.8900,0.1330,0.0163,0.0998,0.1502
15.9000,0.1520,0.0219,0.0998,0.1502
15.9100,0.1709,0.0283,0.0998,0.1502
15.9200,0.1894,0.0354,0.0998,0.1502
15.9300,0.2077,0.0433,0.0998,0.1502
15.9400,0.2257,0.0519,0.0998,0.1502
15.9500,0.2433,0.0612,0.0998,0.1502
15.9600,0.2606,0.0712,0.0998,0.1502
15.9700,0.2774,0.0819,0.0998,0.1502
15.9800,0.2938,0.0933,0.0998,0.1502
15.9900,0.3097,0.1054,0.0998,0.1502
16.0000,0.3252,0.1181,0.0998,0.1502
16.0100,0.3401,0.1313,0.0998,0.1502
16.0200,0.3546,0.1452,0.0998,0.1502
16.0300,0.3684,0.1597,0.0998,0.1502
16.0400,0.3817,0.1747,0.0998,0.1502
16.0500,0.3943,0.1903,0.0998,0.1502
16.0600,0.4063,0.2064,0.0998,0.1502
16.0700,0.4177,0.2229,0.0998,0.1502
16.0800,0.4284,0.2399,0.0998,0.1502
16.0900,0.4384,0.2574,0.0998,0.1502
16.1000,0.4477,0.2752,0.0998,0.1502
16.1100,0.4563,0.2934,0.0998,0.1502
16.1200,0.4642,0.3120,0.0998,0.1502
16.1300,0.4712,0.3308,0.0998,0.1502
16.1400,0.4776,0.3500,0.0998,0.1502
16.1500,0.4831,0.3694,0.0998,0.1502
16.1600,0.4879,0.3890,0.0998,0.1502
16.1700,0.4918,0.4088,0.0998,0.1502
16.1800,0.4950,0.4288,0.0998,0.1502
16.1900,0.4973,0.4489,0.0998,0.1502
16.2000,0.4989,0.4691,0.0998,0.1502
16.2100,0.4996,0.4893,0.0998,0.1502
16.2200,0.4995,0.5096,0.0998,0.1502
16.2300,0.4985,0.5298,0.0998,0.1502
16.2400,0.4967,0.5500,0.0998,0.1502
16.2500,0.4941,0.5702,0.0998,0.1502
16.2600,0.4907,0.5902,0.0998,0.1502
16.2700,0.4865,0.6101,0.0998,0.1502
16.2800,0.4814,0.6298,0.0998,0.1502
16.2900,0.4756,0.6493,0.0998,0.1502
16.3000,0.4689,0.6685,0.0998,0.1502
16.3100,0.4615,0.6875,0.0998,0.1502
16.3200,0.4533,0.7062,0.0998,0.1502
16.3300,0.4443,0.7245,0.0998,0.1502
16.3400,0.4346,0.7425,0.0998,0.1502
16.3500,0.4241,0.7600,0.0998,0.1502
16.3600,0.4130,0.7771,0.0998,0.1502
16.3700,0.4011,0.7938,0.0998,0.1502
16.3800,0.3885,0.8099,0.0998,0.1502
16.3900,0.3753,0.8256,0.0998,0.1502
16.4000,0.3614,0.8407,0.0998,0.1502
16.4100,0.3470,0.8552,0.0998,0.1502
16.4200,0.3319,0.8691,0.0998,0.1502
16.4300,0.3162,0.8824,0.0998,0.1502
16.4400,0.3000,0.8950,0.0998,0.1502
16.4500,0.2833,0.9070,0.0998,0.1502
16.4600,0.2661,0.9183,0.0998,0.1502
16.4700,0.2485,0.9289,0.0998,0.1502
16.4800,0.2304,0.9387,0.0998,0.1502
16.4900,0.2119,0.9478,0.0998,0.1502
16.5000,0.1930,0.9561,0.0998,0.1502
16.5100,0.1738,0.9636,0.0998,0.1502
16.5200,0.1543,0.9703,0.0998,0.1502
16.5300,0.1345,0.9762,0.0998,0.1502
16.5400,0.1145,0.9813,0.0998,0.1502
16.5500,0.0942,0.9856,0.0998,0.1502
16.5600,0.0738,0.9890,0.0998,0.1502
16.5700,0.0533,0.9916,0.0998,0.1502
16.5800,0.0326,0.9933,0.0998,0.1502
16.5900,0.0119,0.9941,0.0998,0.1502
16.6000,-0.0088,0.9941,0.0998,0.1502
16.6100,-0.0296,0.9932,0.0998,0.1502
16.6200,-0.0503,0.9915,0.0998,0.1502
16.6300,-0.0709,0.9889,0.0998,0.1502
16.6400,-0.0914,0.9854,0.0998,0.1502
16.6500,-0.1117,0.9811,0.0998,0.1502
16.6600,-0.1319,0.9759,0.0998,0.1502
16.6700,-0.1518,0.9699,0.0998,0.1502
16.6800,-0.1715,0.9630,0.0998,0.1502
16.6900,-0.1909,0.9554,0.0998,0.1502
16.7000,-0.2100,0.9469,0.0998,0.1502
16.7100,-0.2287,0.9376,0.0998,0.1502
16.7200,-0.2470,0.9275,0.0998,0.1502
16.7300,-0.2649,0.9167,0.0999,0.1501
16.7400,-0.2823,0.9051,0.0999,0.1501
16.7500,-0.2992,0.8928,0.0999,0.1501
16.7600,-0.3156,0.8798,0.0999,0.1501
16.7700,-0.3315,0.8661,0.0999,0.1501
16.7800,-0.3467,0.8517,0.0999,0.1501
16.7900,-0.3614,0.8367,0.0999,0.1501
16.8000,-0.3754,0.8211,0.0999,0.1501
16.8100,-0.3888,0.8049,0.0999,0.1501
16.8200,-0.4014,0.7881,0.0999,0.1501
16.8300,-0.4134,0.7708,0.0999,0.1501
16.8400,-0.4246,0.7530,0.0998,0.1502
16.8500,-0.4351,0.7347,0.0998,0.1502
16.8600,-0.4448,0.7160,0.0998,0.1502
16.8700,-0.4537,0.6969,0.0998,0.1502
16.8800,-0.4617,0.6774,0.0998,0.1502
16.8900,-0.4690,0.6576,0.0998,0.1502
16.9000,-0.4754,0.6375,0.0998,0.1502
16.9100,-0.4810,0.6171,0.0998,0.1502
16.9200,-0.4856,0.5965,0.0998,0.1502
16.9300,-0.4895,0.5757,0.0998,0.1502
16.9400,-0.4924,0.5547,0.0998,0.1502
16.9500,-0.4944,0.5336,0.0998,0.1502
16.9600,-0.4955,0.5125,0.0998,0.1502
16.9700,-0.4958,0.4913,0.0998,0.1502
16.9800,-0.4951,0.4701,0.0998,0.1502
16.9900,-0.4935,0.4489,0.0998,0.1502
17.0000,-0.4910,0.4278,0.0998,0.1502
17.0100,-0.4876,0.4068,0.0998,0.1502
17.0200,-0.4833,0.3860,0.0998,0.1502
17.0300,-0.4782,0.3653,0.0998,0.1502
17.0400,-0.4721,0.3449,0.0998,0.1502
17.0500,-0.4652,0.3248,0.0998,0.1502
17.0600,-0.4574,0.3049,0.0998,0.1502
17.0700,-0.4488,0.2854,0.0998,0.1502
17.0800,-0.4393,0.2663,0.0998,0.1502
17.0900,-0.4290,0.2476,0.0998,0.1502
17.1000,-0.4180,0.2293,0.0998,0.1502
17.1100,-0.4061,0.2115,0.0998,0.1502
17.1200,-0.3935,0.1942,0.0998,0.1502
17.1300,-0.3801,0.1775,0.0998,0.1502
17.1400,-0.3660,0.1614,0.0998,0.1502
17.1500,-0.3513,0.1459,0.0998,0.1502
17.1600,-0.3358,0.1310,0.0998,0.1502
17.1700,-0.3198,0.1168,0.0998,0.1502
17.1800,-0.3031,0.1032,0.0998,0.1502
17.1900,-0.2858,0.0905,0.0998,0.1502
17.2000,-0.2680,0.0784,0.0998,0.1502
17.2100,-0.2497,0.0671,0.0998,0.1502
17.2200,-0.2309,0.0567,0.0998,0.1502
17.2300,-0.2117,0.0470,0.0998,0.1502
17.2400,-0.1920,0.0382,0.0998,0.1502
17.2500,-0.1720,0.0302,0.0998,0.1502
17.2600,-0.1516,0.0231,0.0998,0.1502
17.2700,-0.1309,0.0169,0.0998,0.1502
17.2800,-0.1100,0.0116,0.0998,0.1502
17.2900,-0.0889,0.0072,0.0998,0.1502
17.3000,-0.0675,0.0037,0.0998,0.1502
17.3100,-0.0461,0.0012,0.0998,0.1502
17.3200,-0.0245,-0.0004,0.0998,0.1502
17.3300,-0.0028,-0.0011,0.0998,0.1502
17.3400,0.0188,-0.0008,0.0998,0.1502
17.3500,0.0405,0.0004,0.0998,0.1502
17.3600,0.0621,0.0025,0.0997,0.1503
17.3700,0.0836,0.0056,0.0997,0.1503
17.3800,0.1049,0.0096,0.0997,0.1503
17.3900,0.1260,0.0146,0.0997,0.1503
17.4000,0.1470,0.0205,0.0997,0.1503
17.4100,0.1676,0.0273,0.0997,0.1503
17.4200,0.1880,0.0350,0.0997,0.1503
17.4300,0.2080,0.0436,0.0997,0.1503
17.4400,0.2276,0.0530,0.0997,0.1503
17.4500,0.2469,0.0633,0.0997,0.1503
17.4600,0.2656,0.0745,0.0997,0.1503
17.4700,0.2839,0.0865,0.0997,0.1503
17.4800,0.3016,0.0992,0.0997,0.1503
17.4900,0.3187,0.1128,0.0997,0.1503
17.5000,0.3353,0.1271,0.0997,0.1503
17.5100,0.3512,0.1421,0.0997,0.1503
17.5200,0.3665,0.1578,0.0997,0.1503
17.5300,0.3810,0.1742,0.0997,0.1503
17.5400,0.3948,0.1912,0.0997,0.1503
17.5500,0.4079,0.2088,0.0997,0.1503
17.5600,0.4202,0.2270,0.0997,0.1503
17.5700,0.4317,0.2457,0.0997,0.1503
17.5800,0.4423,0.2649,0.0997,0.1503
17.5900,0.4521,0.2846,0.0997,0.1503
17.6000,0.4610,0.3047,0.0997,0.1503
17.6100,0.4691,0.3252,0.0997,0.1503
17.6200,0.4762,0.3460,0.0997,0.1503
17.6300,0.4824,0.3671,0.0997,0.1503
17.6400,0.4876,0.3885,0.0997,0.1503
17.6500,0.4919,0.4102,0.0997,0.1503
17.6600,0.4953,0.4320,0.0997,0.1503
17.6700,0.4977,0.4539,0.0997,0.1503
17.6800,0.4991,0.4760,0.0997,0.1503
17.6900,0.4995,0.4981,0.0997,0.1503
17.7000,0.4989,0.5202,0.0997,0.1503
17.7100,0.4974,0.5423,0.0997,0.1503
17.7200,0.4948,0.5643,0.0997,0.1503
17.7300,0.4913,0.5861,0.0997,0.1503
17.7400,0.4869,0.6078,0.0997,0.1503
17.7500,0.4814,0.6293,0.0997,0.1503
17.7600,0.4750,0.6506,0.0997,0.1503
17.7700,0.4677,0.6715,0.0997,0.1503
17.7800,0.4594,0.6922,0.0997,0.1503
17.7900,0.4502,0.7124,0.0998,0.1502
17.8000,0.4401,0.7322,0.0998,0.1502
17.8100,0.4291,0.7516,0.0998,0.1502
17.8200,0.4173,0.7704,0.0998,0.1502
17.8300,0.4046,0.7888,0.0998,0.1502
17.8400,0.3911,0.8065,0.0998,0.1502
17.8500,0.3768,0.8236,0.0998,0.1502
17.8600,0.3618,0.8401,0.0998,0.1502
17.8700,0.3460,0.8559,0.0998,0.1502
17.8800,0.3295,0.8710,0.0998,0.1502
17.8900,0.3123,0.8853,0.0998,0.1502
17.9000,0.2946,0.8989,0.0998,0.1502
17.9100,0.2762,0.9116,0.0998,0.1502
17.9200,0.2572,0.9236,0.0998,0.1502
17.9300,0.2377,0.9346,0.0998,0.1502
17.9400,0.2178,0.9448,0.0998,0.1502
17.9500,0.1973,0.9541,0.0998,0.1502
17.9600,0.1765,0.9624,0.0998,0.1502
17.9700,0.1553,0.9698,0.0998,0.1502
17.9800,0.1338,0.9762,0.0998,0.1502
17.9900,0.1120,0.9817,0.0998,0.1502
18.0000,0.0899,0.9862,0.0998,0.1502
18.0100,0.0677,0.9897,0.0998,0.1502
18.0200,0.0453,0.9921,0.0998,0.1502
18.0300,0.0228,0.9936,0.0998,0.1502
18.0400,0.0003,0.9940,0.0998,0.1502
18.0500,-0.0223,0.9934,0.0998,0.1502
18.0600,-0.0448,0.9918,0.0998,0.1502
18.0700,-0.0672,0.9892,0.0998,0.1502
18.0800,-0.0895,0.9856,0.0998,0.1502
18.0900,-0.1116,0.9809,0.0998,0.1502
18.1000,-0.1335,0.9752,0.0998,0.1502
18.1100,-0.1551,0.9686,0.0998,0.1502
18.1200,-0.1764,0.9610,0.0998,0.1502
18.1300,-0.1974,0.9524,0.0998,0.1502
18.1400,-0.2180,0.9428,0.0998,0.1502
18.1500,-0.2381,0.9323,0.0998,0.1502
18.1600,-0.2577,0.9209,0.0998,0.1502
18.1700,-0.2768,0.9086,0.0998,0.1502
18.1800,-0.2953,0.8955,0.0998,0.1502
18.1900,-0.3132,0.8815,0.0998,0.1502
18.2000,-0.3305,0.8667,0.0998,0.1502
18.2100,-0.3471,0.8511,0.0998,0.1502
18.2200,-0.3629,0.8348,0.0998,0.1502
18.2300,-0.3780,0.8177,0.0998,0.1502
18.2400,-0.3923,0.8000,0.0998,0.1502
18.2500,-0.4058,0.7816,0.0998,0.1502
18.2600,-0.4185,0.7626,0.0998,0.1502
18.2700,-0.4302,0.7430,0.0998,0.1502
18.2800,-0.4411,0.7229,0.0998,0.1502
18.2900,-0.4510,0.7023,0.0998,0.1502
18.3000,-0.4600,0.6813,0.0998,0.1502
18.3100,-0.4680,0.6599,0.0998,0.1502
18.3200,-0.4750,0.6381,0.0998,0.1502
18.3300,-0.4810,0.6160,0.0998,0.1502
18.3400,-0.4860,0.5936,0.0998,0.1502
18.3500,-0.4900,0.5710,0.0998,0.1502
18.3600,-0.4929,0.5483,0.0998,0.1502
18.3700,-0.4948,0.5254,0.0998,0.1502
18.3800,-0.4956,0.5024,0.0998,0.1502
18.3900,-0.4953,0.4795,0.0998,0.1502
18.4000,-0.4940,0.4565,0.0998,0.1502
18.4100,-0.4916,0.4336,0.0998,0.1502
18.4200,-0.4882,0.4109,0.0998,0.1502
18.4300,-0.4837,0.3883,0.0998,0.1502
18.4400,-0.4781,0.3659,0.0998,0.1502
18.4500,-0.4716,0.3438,0.0998,0.1502
18.4600,-0.4640,0.3220,0.0998,0.1502
18.4700,-0.4554,0.3006,0.0998,0.1502
18.4800,-0.4458,0.2796,0.0998,0.1502
18.4900,-0.4353,0.2591,0.0998,0.1502
18.5000,-0.4238,0.2390,0.0998,0.1502
18.5100,-0.4113,0.2195,0.0998,0.1502
18.5200,-0.3980,0.2006,0.0998,0.1502
18.5300,-0.3838,0.1823,0.0998,0.1502
18.5400,-0.3688,0.1647,0.0998,0.1502
18.5500,-0.3529,0.1478,0.0998,0.1502
18.5600,-0.3363,0.1316,0.0998,0.1502
18.5700,-0.3189,0.1162,0.0998,0.1502
18.5800,-0.3008,0.1017,0.0998,0.1502
18.5900,-0.2820,0.0880,0.0998,0.1502
18.6000,-0.2626,0.0752,0.0997,0.1503
18.6100,-0.2427,0.0633,0.0997,0.1503
18.6200,-0.2221,0.0523,0.0997,0.1503
18.6300,-0.2011,0.0423,0.0997,0.1503
18.6400,-0.1796,0.0333,0.0997,0.1503
18.6500,-0.1577,0.0253,0.0997,0.1503
18.6600,-0.1355,0.0184,0.0997,0.1503
18.6700,-0.1129,0.0124,0.0997,0.1503
18.6800,-0.0901,0.0076,0.0997,0.1503
18.6900,-0.0671,0.0038,0.0997,0.1503
18.7000,-0.0438,0.0011,0.0997,0.1503
18.7100,-0.0205,-0.0005,0.0997,0.1503
18.7200,0.0029,-0.0010,0.0997,0.1503
18.7300,0.0263,-0.0004,0.0997,0.1503
18.7400,0.0496,0.0013,0.0997,0.1503
18.7500,0.0729,0.0041,0.0997,0.1503
18.7600,0.0960,0.0080,0.0997,0.1503
18.7700,0.1189,0.0130,0.0997,0.1503
18.7800,0.1416,0.0190,0.0997,0.1503
18.7900,0.1640,0.0261,0.0997,0.1503
18.8000,0.1860,0.0343,0.0997,0.1503
18.8100,0.2076,0.0435,0.0997,0.1503
18.8200,0.2288,0.0538,0.0997,0.1503
18.8300,0.2495,0.0650,0.0997,0.1503
18.8400,0.2696,0.0772,0.0997,0.1503
18.8500,0.2891,0.0903,0.0997,0.1503
18.8600,0.3081,0.1044,0.0997,0.1503
18.8700,0.3263,0.1193,0.0997,0.1503
18.8800,0.3438,0.1351,0.0997,0.1503
18.8900,0.3606,0.1518,0.0997,0.1503
18.9000,0.3765,0.1692,0.0997,0.1503
18.9100,0.3916,0.1873,0.0997,0.1503
18.9200,0.4059,0.2062,0.0997,0.1503
18.9300,0.4192,0.2257,0.0997,0.1503
18.9400,0.4316,0.2459,0.0997,0.1503
18.9500,0.4431,0.2666,0.0997,0.1503
18.9600,0.4535,0.2879,0.0997,0.1503
18.9700,0.4629,0.3096,0.0997,0.1503
18.9800,0.4713,0.3318,0.0997,0.1503
18.9900,0.4786,0.3544,0.0997,0.1503
19.0000,0.4849,0.3773,0.0997,0.1503
19.0100,0.4900,0.4005,0.0997,0.1503
19.0200,0.4940,0.4239,0.0997,0.1503
19.0300,0.4969,0.4475,0.0997,0.1503
19.0400,0.4987,0.4712,0.0997,0.1503
19.0500,0.4993,0.4950,0.0997,0.1503
19.0600,0.4988,0.5188,0.0997,0.1503
19.0700,0.4972,0.5426,0.0997,0.1503
19.0800,0.4944,0.5663,0.0997,0.1503
19.0900,0.4905,0.5898,0.0997,0.1503
19.1000,0.4855,0.6132,0.0997,0.1503
19.1100,0.4793,0.6362,0.0997,0.1503
19.1200,0.4720,0.6590,0.0997,0.1503
19.1300,0.4637,0.6814,0.0997,0.1503
19.1400,0.4543,0.7034,0.0997,0.1503
19.1500,0.4438,0.7249,0.0997,0.1503
19.1600,0.4323,0.7459,0.0997,0.1503
19.1700,0.4198,0.7663,0.0997,0.1503
19.1800,0.4063,0.7861,0.0997,0.1503
19.1900,0.3919,0.8053,0.0997,0.1503
19.2000,0.3765,0.8237,0.0997,0.1503
19.2100,0.3603,0.8414,0.0997,0.1503
19.2200,0.3432,0.8583,0.0997,0.1503
19.2300,0.3254,0.8744,0.0997,0.1503
19.2400,0.3067,0.8895,0.0997,0.1503
19.2500,0.2874,0.9038,0.0997,0.1503
19.2600,0.2673,0.9172,0.0997,0.1503
19.2700,0.2466,0.9295,0.0997,0.1503
19.2800,0.2254,0.9408,0.0998,0.1502
19.2900,0.2036,0.9511,0.0998,0.1502
19.3000,0.1813,0.9604,0.0998,0.1502
19.3100,0.1586,0.9685,0.0998,0.1502
19.3200,0.1355,0.9756,0.0998,0.1502
19.3300,0.1121,0.9815,0.0998,0.1502
19.3400,0.0884,0.9863,0.0998,0.1502
19.3500,0.0645,0.9899,0.0998,0.1502
19.3600,0.0404,0.9924,0.0998,0.1502
19.3700,0.0163,0.9936,0.0998,0.1502
19.3800,-0.0079,0.9938,0.0998,0.1502
19.3900,-0.0321,0.9927,0.0998,0.1502
19.4000,-0.0563,0.9904,0.0998,0.1502
19.4100,-0.0803,0.9870,0.0998,0.1502
19.4200,-0.1041,0.9824,0.0998,0.1502
19.4300,-0.1277,0.9767,0.0998,0.1502
19.4400,-0.1510,0.9697,0.0998,0.1502
19.4500,-0.1739,0.9617,0.0998,0.1502
19.4600,-0.1965,0.9526,0.0998,0.1502
19.4700,-0.2185,0.9423,0.0998,0.1502
19.4800,-0.2401,0.9310,0.0998,0.1502
19.4900,-0.2611,0.9186,0.0998,0.1502
19.5000,-0.2814,0.9052,0.0998,0.1502
19.5100,-0.3011,0.8909,0.0998,0.1502
19.5200,-0.3201,0.8755,0.0998,0.1502
19.5300,-0.3383,0.8593,0.0998,0.1502
19.5400,-0.3557,0.8421,0.0998,0.1502
19.5500,-0.3722,0.8242,0.0998,0.1502
19.5600,-0.3879,0.8054,0.0998,0.1502
19.5700,-0.4026,0.7859,0.0998,0.1502
19.5800,-0.4163,0.7656,0.0998,0.1502
19.5900,-0.4290,0.7447,0.0998,0.1502
19.6000,-0.4407,0.7232,0.0998,0.1502
19.6100,-0.4514,0.7011,0.0998,0.1502
19.6200,-0.4609,0.6785,0.0998,0.1502
19.6300,-0.4693,0.6555,0.0998,0.1502
19.6400,-0.4766,0.6320,0.0998,0.1502
19.6500,-0.4827,0.6083,0.0998,0.1502
19.6600,-0.4876,0.5842,0.0998,0.1502
19.6700,-0.4914,0.5599,0.0998,0.1502
19.6800,-0.4939,0.5354,0.0998,0.1502
19.6900,-0.4952,0.5109,0.0998,0.1502
19.7000,-0.4953,0.4863,0.0998,0.1502
19.7100,-0.4942,0.4616,0.0998,0.1502
19.7200,-0.4919,0.4371,0.0998,0.1502
19.7300,-0.4883,0.4127,0.0998,0.1502
19.7400,-0.4836,0.3885,0.0998,0.1502
19.7500,-0.4776,0.3646,0.0998,0.1502
19.7600,-0.4705,0.3409,0.0998,0.1502
19.7700,-0.4622,0.3177,0.0998,0.1502
19.7800,-0.4527,0.2948,0.0997,0.1503
19.7900,-0.4421,0.2725,0.0997,0.1503
19.8000,-0.4304,0.2507,0.0997,0.1503
19.8100,-0.4177,0.2295,0.0997,0.1503
19.8200,-0.4038,0.2089,0.0997,0.1503
19.8300,-0.3890,0.1891,0.0997,0.1503
19.8400,-0.3732,0.1700,0.0997,0.1503
19.8500,-0.3565,0.1517,0.0997,0.1503
19.8600,-0.3388,0.1342,0.0997,0.1503
19.8700,-0.3203,0.1177,0.0997,0.1503
19.8800,-0.3010,0.1020,0.0997,0.1503
19.8900,-0.2809,0.0874,0.0997,0.1503
19.9000,-0.2601,0.0738,0.0997,0.1503
19.9100,-0.2386,0.0612,0.0997,0.1503
19.9200,-0.2166,0.0497,0.0997,0.1503
19.9300,-0.1939,0.0393,0.0997,0.1503
19.9400,-0.1708,0.0301,0.0997,0.1503
19.9500,-0.1472,0.0220,0.0997,0.1503
19.9600,-0.1232,0.0152,0.0997,0.1503
19.9700,-0.0989,0.0095,0.0997,0.1503
19.9800,-0.0744,0.0050,0.0997,0.1503
19.9900,-0.0496,0.0018,0.0997,0.1503
20.0000,-0.0247,-0.0001,0.0997,0.1503
