time,x,y
3.5700,3.1420,0.2953
3.5800,3.1592,0.2991
3.5900,3.1766,0.3030
3.6000,3.1939,0.3069
3.6100,3.2114,0.3108
3.6200,3.2288,0.3148
3.6300,3.2463,0.3188
3.6400,3.2638,0.3229
3.6500,3.2814,0.3270
3.6600,3.2990,0.3311
3.6700,3.3167,0.3353
3.6800,3.3344,0.3395
3.6900,3.3521,0.3438
3.7000,3.3699,0.3481
3.7100,3.3877,0.3524
3.7200,3.4056,0.3568
3.7300,3.4235,0.3612
3.7400,3.4414,0.3657
3.7500,3.4594,0.3702
3.7600,3.4774,0.3748
3.7700,3.4955,0.3794
3.7800,3.5136,0.3841
3.7900,3.5317,0.3888
3.8000,3.5499,0.3935
3.8100,3.5681,0.3983
3.8200,3.5864,0.4031
3.8300,3.6047,0.4080
3.8400,3.6230,0.4129
3.8500,3.6414,0.4179
3.8600,3.6598,0.4229
3.8700,3.6782,0.4280
3.8800,3.6967,0.4331
3.8900,3.7153,0.4383
3.9000,3.7338,0.4435
3.9100,3.7524,0.4488
3.9200,3.7710,0.4541
3.9300,3.7897,0.4595
3.9400,3.8084,0.4649
3.9500,3.8272,0.4703
3.9600,3.8459,0.4758
3.9700,3.8648,0.4814
3.9800,3.8836,0.4870
3.9900,3.9025,0.4927
4.0000,3.9214,0.4984
4.0100,3.9404,0.5042
4.0200,3.9594,0.5100
4.0300,3.9784,0.5159
4.0400,3.9975,0.5218
4.0500,4.0166,0.5278
4.0600,4.0357,0.5338
4.0700,4.0549,0.5399
4.0800,4.0741,0.5461
4.0900,4.0933,0.5523
4.1000,4.1126,0.5585
4.1100,4.1319,0.5648
4.1200,4.1512,0.5712
4.1300,4.1706,0.5776
4.1400,4.1900,0.5841
4.1500,4.2094,0.5906
4.1600,4.2289,0.5972
4.1700,4.2484,0.6039
4.1800,4.2679,0.6106
4.1900,4.2875,0.6174
4.2000,4.3070,0.6242
4.2100,4.3267,0.6311
4.2200,4.3463,0.6380
4.2300,4.3660,0.6451
4.2400,4.3857,0.6521
4.2500,4.4055,0.6593
4.2600,4.4252,0.6664
4.2700,4.4451,0.6737
4.2800,4.4649,0.6810
4.2900,4.4848,0.6884
4.3000,4.5046,0.6958
4.3100,4.5246,0.7033
4.3200,4.5445,0.7109
4.3300,4.5645,0.7185
4.3400,4.5845,0.7262
4.3500,4.6045,0.7340
4.3600,4.6246,0.7418
4.3700,4.6447,0.7497
4.3800,4.6648,0.7576
4.3900,4.6849,0.7657
4.4000,4.7051,0.7738
4.4100,4.7253,0.7819
4.4200,4.7455,0.7901
4.4300,4.7658,0.7984
4.4400,4.7860,0.8068
4.4500,4.8063,0.8152
4.4600,4.8266,0.8237
4.4700,4.8470,0.8323
4.4800,4.8673,0.8409
4.4900,4.8877,0.8496
4.5000,4.9081,0.8584
4.5100,4.9286,0.8672
4.5200,4.9490,0.8761
4.5300,4.9695,0.8851
4.5400,4.9900,0.8942
4.5500,5.0105,0.9033
4.5600,5.0311,0.9125
4.5700,5.0516,0.9218
4.5800,5.0722,0.9311
4.5900,5.0928,0.9405
4.6000,5.1135,0.9500
4.6100,5.1341,0.9596
4.6200,5.1548,0.9693
4.6300,5.1755,0.9790
4.6400,5.1961,0.9888
4.6500,5.2169,0.9987
4.6600,5.2376,1.0086
4.6700,5.2584,1.0186
4.6800,5.2791,1.0287
4.6900,5.2999,1.0389
4.7000,5.3207,1.0492
4.7100,5.3415,1.0595
4.7200,5.3624,1.0700
4.7300,5.3832,1.0805
4.7400,5.4041,1.0910
4.7500,5.4249,1.1017
4.7600,5.4458,1.1124
4.7700,5.4667,1.1233
4.7800,5.4876,1.1342
4.7900,5.5086,1.1451
4.8000,5.5295,1.1562
4.8100,5.5505,1.1674
4.8200,5.5714,1.1786
4.8300,5.5924,1.1899
4.8400,5.6134,1.2013
4.8500,5.6344,1.2128
4.8600,5.6554,1.2244
4.8700,5.6764,1.2360
4.8800,5.6974,1.2478
4.8900,5.7184,1.2596
4.9000,5.7394,1.2715
4.9100,5.7605,1.2835
4.9200,5.7815,1.2956
4.9300,5.8026,1.3078
4.9400,5.8236,1.3200
4.9500,5.8447,1.3324
4.9600,5.8657,1.3448
4.9700,5.8868,1.3574
4.9800,5.9079,1.3700
4.9900,5.9290,1.3827
5.0000,5.9500,1.3955
5.0100,5.9711,1.4084
5.0200,5.9922,1.4214
5.0300,6.0133,1.4344
5.0400,6.0343,1.4476
