x,y
1542.8438,997.31011
1542.5031316772697,997.3199304076176
1542.162466526226,997.3297372116995
1541.8218045445674,997.339530428337
1541.481145729994,997.3493100736208
1541.140490080205,997.3590761636423
1540.7998375928994,997.3688287144922
1540.459188265777,997.3785677422618
1540.1185420965364,997.3882932630419
1539.7778990828776,997.3980052929237
1539.4372592224995,997.4077038479982
1539.0966225131017,997.4173889443563
1538.7559889523832,997.4270605980892
1538.4153585380436,997.4367188252877
1538.074731267782,997.4463636420431
1537.734107139298,997.4559950644464
1537.3934861502905,997.4656131085884
1537.0528682984593,997.4752177905604
1536.7122535815033,997.4848091264531
1536.371641997122,997.4943871323579
1536.0310335430147,997.5039518243657
1535.6904282168805,997.5135032185674
1535.3498260164192,997.5230413310542
1535.0092269393297,997.532566177917
1534.6686309833115,997.542077775247
1534.3280381460638,997.5515761391349
1533.987448425286,997.5610612856722
1533.6468618186773,997.5705332309495
1533.306278323937,997.579991991058
1532.9656979387648,997.5894375820889
1532.6251206608597,997.598870020133
1532.2845464879208,997.6082893212813
1531.9439754176478,997.617695501625
1531.60340744774,997.6270885772551
1531.2628425758965,997.6364685642625
1530.9222807998165,997.6458354787384
1530.5817221171997,997.6551893367737
1530.2411665257453,997.6645301544595
1529.9006140231525,997.6738579478869
1529.5600646071205,997.6831727331466
1529.219518275349,997.6924745263301
1528.8789750255369,997.7017633435281
1528.5384348553837,997.7110392008318
1528.1978977625888,997.7203021143321
1527.8573637448512,997.72955210012
1527.5168327998708,997.7387891742868
1527.1763049253464,997.7480133529233
1526.8357801189775,997.7572246521205
1526.4952583784634,997.7664230879697
1526.1547397015033,997.7756086765615
1525.8142240857967,997.7847814339873
1525.4737115290427,997.793941376338
1525.1332020289408,997.8030885197046
1524.7926955831904,997.8122228801783
1524.4521921894907,997.8213444738499
1524.1116918455407,997.8304533168105
1523.7711945490403,997.8395494251511
1523.4307002976882,997.8486328149628
1523.0902090891843,997.8577035023367
1522.7497209212274,997.8667615033637
1522.4092357915174,997.8758068341349
1522.068753697753,997.8848395107412
1521.7282746376338,997.8938595492739
1521.3877986088592,997.9028669658238
1521.0473256091284,997.9118617764819
1520.7068556361407,997.9208439973395
1520.3663886875954,997.9298136444874
1520.025924761192,997.9387707340167
1519.6854638546297,997.9477152820183
1519.3450059656075,997.9566473045834
1519.0045510918253,997.965566817803
1518.664099230982,997.9744738377681
1518.3236503807768,997.9833683805698
1517.9832045389096,997.992250462299
1517.6427617030793,998.0011200990468
1517.302321870985,998.0099773069043
1516.9618850403265,998.0188221019623
1516.621451208803,998.0276545003121
1516.2810203741135,998.0364745180445
1515.9405925339577,998.0452821712508
1515.6001676860346,998.0540774760219
1515.2597458280438,998.0628604484488
1514.9193269576845,998.0716311046224
1514.5789110726557,998.0803894606339
1514.2384981706573,998.0891355325743
1513.8980882493881,998.0978693365348
1513.5576813065477,998.1065908886061
1513.2172773398354,998.1153002048794
1512.8768763469504,998.1239973014458
1512.5364783255923,998.1326821943962
1512.1960832734599,998.1413548998216
1511.8556911882529,998.1500154338133
1511.5153020676705,998.158663812462
1511.174915909412,998.1673000518589
1510.834532711177,998.1759241680951
1510.4941524706642,998.1845361772614
1510.1537751855733,998.1931360954491
1509.8134008536038,998.201723938749
1509.4730294724548,998.2102997232521
1509.1326610398255,998.2188634650497
1508.7922955534152,998.2274151802327
1508.4519330109235,998.2359548848921
1508.1115734100497,998.2444825951188
1507.7712167484929,998.2529983270042
1507.4308630239523,998.261502096639
1507.0905122341276,998.2699939201143
1506.7501643767177,998.2784738135211
1506.4098194494225,998.2869417929506
1506.0694774499407,998.2953978744938
1505.7291383759718,998.3038420742416
1505.3888022252152,998.312274408285
1505.0484689953703,998.3206948927152
1504.7081386841362,998.3291035436232
1504.3678112892123,998.3375003770999
1504.027486808298,998.3458854092363
1503.6871652390926,998.3542586561236
1503.3468465792953,998.3626201338529
1503.0065308266053,998.370969858515
1502.6662179787222,998.3793078462011
1502.3259080333453,998.387634113002
1501.985600988174,998.395948675009
1501.6452968409071,998.404251548313
1501.3049955892443,998.4125427490051
1500.964697230885,998.4208222931762
1500.624401763528,998.4290901969174
1500.2841091848734,998.4373464763198
1499.9438194926202,998.4455911474744
1499.6035326844672,998.4538242264721
1499.2632487581143,998.462045729404
1498.9229677112608,998.4702556723613
1498.5826895416055,998.4784540714348
1498.2424142468485,998.4866409427157
1497.9021418246884,998.4948163022948
1497.561872272825,998.5029801662635
1497.2216055889571,998.5111325507124
1496.8813417707847,998.5192734717328
1496.5410808160066,998.5274029454157
1496.2008227223223,998.5355209878521
1495.860567487431,998.543627615133
1495.520315109032,998.5517228433496
1495.180065584825,998.5598066885926
1494.8398189125087,998.5678791669534
1494.4995750897829,998.5759402945228
1494.1593341143466,998.5839900873917
1493.8190959838994,998.5920285616515
1493.4788606961404,998.600055733393
1493.138628248769,998.6080716187073
1492.7983986394847,998.6160762336854
1492.4581718659863,998.6240695944183
1492.1179479259736,998.632051716997
1491.7777268171458,998.6400226175127
1491.4375085372021,998.6479823120562
1491.0972930838418,998.6559308167189
1490.7570804547645,998.6638681475913
1490.4168706476692,998.6717943207649
1490.0766636602552,998.6797093523305
1489.736459490222,998.6876132583792
1489.396258135269,998.6955060550019
1489.0560595930951,998.7033877582899
1488.7158638613998,998.711258384334
1488.375670937883,998.7191179492252
1488.035480820243,998.7269664690547
1487.6952935061797,998.7348039599134
1487.3551089933926,998.7426304378924
1487.0149272795804,998.7504459190828
1486.674748362443,998.7582504195756
1486.3345722396796,998.7660439554617
1485.994398908989,998.7738265428321
1485.6542283680712,998.7815981977781
1485.314060614625,998.7893589363905
1484.9738956463502,998.7971087747603
1484.6337334609457,998.8048477289788
1484.293574056111,998.8125758151368
1483.9534174295454,998.8202930493253
1483.6132635789481,998.8279994476355
1483.2731125020184,998.8356950261584
1482.932964196456,998.843379800985
1482.5928186599597,998.8510537882062
1482.2526758902293,998.8587170039132
1481.9125358849635,998.8663694641969
1481.5723986418623,998.8740111851484
1481.2322641586245,998.8816421828587
1480.8921324329497,998.8892624734191
1480.5520034625372,998.8968720729201
1480.211877245086,998.9044709974532
1479.871753778296,998.9120592631092
1479.5316330598657,998.9196368859792
1479.1915150874952,998.9272038821542
1478.8513998588833,998.9347602677252
1478.5112873717296,998.9423060587833
1478.1711776237335,998.9498412714196
1477.8310706125937,998.9573659217249
1477.4909663360104,998.9648800257904
1477.1508647916821,998.9723835997071
1476.8107659773088,998.979876659566
1476.4706698905893,998.9873592214582
1476.1305765292232,998.9948313014747
1475.7904858909096,999.0022929157064
1475.450397973348,999.0097440802446
1475.1103127742376,999.0171848111801
1474.7702302912778,999.024615124604
1474.4301505221679,999.0320350366073
1474.0900734646073,999.0394445632811
1473.749999116295,999.0468437207164
1473.4099274749306,999.0542325250043
1473.0698585382133,999.0616109922356
1472.7297923038425,999.0689791385016
1472.3897287695174,999.0763369798932
1472.0496679329374,999.0836845325015
1471.7096097918018,999.0910218124174
1471.3695543438098,999.0983488357319
1471.0295015866611,999.1056656185364
1470.6894515180545,999.1129721769214
1470.3494041356896,999.1202685269784
1470.0093594372656,999.1275546847982
1469.669317420482,999.1348306664718
1469.329278083038,999.1420964880903
1468.9892414226329,999.1493521657446
1468.649207436966,999.156597715526
1468.3091761237365,999.1638331535253
1467.9691474806439,999.1710584958337
1467.6291215053875,999.1782737585421
1467.2890981956666,999.1854789577416
1466.9490775491806,999.1926741095231
1466.6090595636285,999.1998592299777
1466.26904423671,999.2070343351966
1465.9290315661242,999.2141994412707
1465.5890215495704,999.2213545642909
1465.249014184748,999.2284997203484
1464.909009469356,999.2356349255342
1464.5690074010943,999.2427601959394
1464.229007977662,999.2498755476547
1463.889011196758,999.2569809967716
1463.549017056082,999.2640765593808
1463.2090255533335,999.2711622515734
1462.8690366862113,999.2782380894406
1462.529050452415,999.2853040890732
1462.189066849644,999.2923602665622
1461.8490858755974,999.299406637999
1461.5091075279747,999.3064432194742
1461.1691318044752,999.3134700270791
1460.8291587027982,999.3204870769047
1460.4891882206427,999.3274943850419
1460.1492203557084,999.3344919675817
1459.8092551056945,999.3414798406154
1459.4692924683004,999.3484580202338
1459.1293324412252,999.355426522528
1458.7893750221683,999.3623853635889
1458.4494202088292,999.3693345595078
1458.1094679989071,999.3762741263756
1457.769518390101,999.3832040802832
1457.4295713801107,999.3901244373219
1457.0896269666353,999.3970352135825
1456.749685147374,999.4039364251561
1456.4097459200264,999.4108280881337
1456.0698092822915,999.4177102186064
1455.7298752318688,999.4245828326652
1455.3899437664577,999.4314459464011
1455.0500148837573,999.4382995759053
1454.710088581467,999.4451437372686
1454.3701648572862,999.4519784465821
1454.030243708914,999.4588037199368
1453.69032513405,999.4656195734239
1453.3504091303932,999.4724260231342
1453.0104956956432,999.4792230851588
1452.6705848274992,999.4860107755889
1452.3306765236605,999.4927891105152
1451.9907707818263,999.4995581060291
1451.650867599696,999.5063177782215
1451.3109669749692,999.5130681431833
1450.971068905345,999.5198092170056
1450.6311733885223,999.5265410157795
1450.291280422201,999.5332635555959
1449.9513900040802,999.539976852546
1449.6115021318592,999.5466809227207
1449.2716168032375,999.5533757822111
1448.9317340159141,999.5600614471082
1448.5918537675884,999.5667379335031
1448.2519760559599,999.5734052574866
1447.9121008787279,999.58006343515
1447.5722282335914,999.5867124825842
1447.23235811825,999.5933524158802
1446.892490530403,999.5999832511292
1446.5526254677495,999.606605004422
1446.212762927989,999.6132176918497
1445.8729029088208,999.6198213295036
1445.5330454079442,999.6264159334743
1445.1931904230585,999.6330015198531
1444.853337951863,999.639578104731
1444.5134879920572,999.6461457041988
1444.17364054134,999.652704334348
