x_central,y_central,x_border1,y_border1,x_border2,y_border2,segment_type
2.345038565667584862e+03,2.533671517166239482e+03,2.344939451329662916e+03,2.533558927877147198e+03,2.345137680005506809e+03,2.533784106455331766e+03,1
2.344536679408168766e+03,2.534113707703169894e+03,2.344437518180262032e+03,2.534001159709495823e+03,2.344635840636075500e+03,2.534226255696843964e+03,1
2.344034793148752669e+03,2.534555898240100305e+03,2.343935473854608063e+03,2.534443489709238293e+03,2.344134112442897276e+03,2.534668306770962317e+03,1
2.343534153002129187e+03,2.534999496479569189e+03,2.343434571699299340e+03,2.534887319993054916e+03,2.343633734304959034e+03,2.535111672966083461e+03,1
2.343034335695635946e+03,2.535444024261008053e+03,2.342934650340648204e+03,2.535331940230026703e+03,2.343134021050623687e+03,2.535556108291989403e+03,1
2.342534518389142249e+03,2.535888552042446918e+03,2.342434817751221090e+03,2.535776481605675599e+03,2.342634219027063409e+03,2.536000622479218237e+03,1
2.342034822351819457e+03,2.536333216101962080e+03,2.341935091372808074e+03,2.536221172664736059e+03,2.342134553330830840e+03,2.536445259539188100e+03,1
2.341535245843675966e+03,2.536778014484212690e+03,2.341435499806456392e+03,2.536665984452261455e+03,2.341634991880895541e+03,2.536890044516163925e+03,1
2.341035669335532930e+03,2.537222812866462846e+03,2.340935877315538164e+03,2.537110823792239898e+03,2.341135461355527696e+03,2.537334801940685793e+03,1
2.340536458477212364e+03,2.537668021027585382e+03,2.340436544246229460e+03,2.537556140973746096e+03,2.340636372708195267e+03,2.537779901081424669e+03,1
2.340037854427313050e+03,2.538113909230799436e+03,2.339937863997742170e+03,2.538002097272609717e+03,2.340137844856883930e+03,2.538225721188989155e+03,1
2.339539250377414191e+03,2.538559797434013490e+03,2.339439186848846475e+03,2.538448050889321621e+03,2.339639313905981908e+03,2.538671543978705358e+03,1
2.339041231177024201e+03,2.539006336279451716e+03,2.338940882562264960e+03,2.538894845672152769e+03,2.339141579791783442e+03,2.539117826886750663e+03,1
2.338544911313980720e+03,2.539454765629394387e+03,2.338444351032256236e+03,2.539343465900106821e+03,2.338645471595705203e+03,2.539566065358681954e+03,1
2.338048591450937238e+03,2.539903194979337059e+03,2.337948018036071517e+03,2.539791907117365554e+03,2.338149164865802959e+03,2.540014482841308563e+03,1
2.337552377549111043e+03,2.540351741349245458e+03,2.337451682500065090e+03,2.540240563531774569e+03,2.337653072598156996e+03,2.540462919166716347e+03,1
2.337057039595650622e+03,2.540801255086747005e+03,2.336956236140015790e+03,2.540690175550683307e+03,2.337157843051285454e+03,2.540912334622810704e+03,1
2.336561701642190201e+03,2.541250768824248553e+03,2.336460898186555369e+03,2.541139689288184854e+03,2.336662505097825033e+03,2.541361848360312251e+03,1
2.336066363688729325e+03,2.541700282561750555e+03,2.335965419469091103e+03,2.541589330930299639e+03,2.336167307908367547e+03,2.541811234193201471e+03,1
2.335572167316705873e+03,2.542151050947056319e+03,2.335471077756866180e+03,2.542040231720874999e+03,2.335673256876545565e+03,2.542261870173237639e+03,1
2.335078009440595906e+03,2.542601861641051073e+03,2.334976915142467533e+03,2.542491046737333363e+03,2.335179103738724280e+03,2.542712676544768783e+03,1
2.334583851564486395e+03,2.543052672335045827e+03,2.334482747938226566e+03,2.542941865941922060e+03,2.334684955190746223e+03,2.543163478728169594e+03,1
2.334089769596299448e+03,2.543503566218339074e+03,2.333988654390140709e+03,2.543392770392229068e+03,2.334190884802458186e+03,2.543614362044449081e+03,1
2.333595705960047781e+03,2.543954480192035589e+03,2.333494588501446287e+03,2.543843686421605980e+03,2.333696823418649274e+03,2.544065273962465199e+03,1
2.333101642323796113e+03,2.544405394165732559e+03,2.333000366135383501e+03,2.544294745470934231e+03,2.333202918512208726e+03,2.544516042860530888e+03,1
2.332608874771438423e+03,2.544857721767285057e+03,2.332507346698221681e+03,2.544747304149357205e+03,2.332710402844655164e+03,2.544968139385212908e+03,1
2.332116871356616230e+03,2.545310882807253165e+03,2.332015249993403359e+03,2.545200551041479230e+03,2.332218492719829101e+03,2.545421214573027100e+03,1
2.331624867941794037e+03,2.545764043847220819e+03,2.331523241914751907e+03,2.545653716377261844e+03,2.331726493968836166e+03,2.545874371317179794e+03,1
2.331132902842699878e+03,2.546217246479338428e+03,2.331031266528836113e+03,2.546106928485773551e+03,2.331234539156563642e+03,2.546327564472903305e+03,1
2.330640983944613254e+03,2.546670499263164857e+03,2.330539342007840332e+03,2.546560186450269157e+03,2.330742625881386175e+03,2.546780812076060556e+03,1
2.330149065046526630e+03,2.547123752046991740e+03,2.330047323218042493e+03,2.547013531357750708e+03,2.330250806875010767e+03,2.547233972736232772e+03,1
2.329657970426711927e+03,2.547577893268995922e+03,2.329555849722565199e+03,2.547468023519817052e+03,2.329760091130858655e+03,2.547687763018174792e+03,1
2.329169184171695179e+03,2.548034522533550899e+03,2.329066785059118502e+03,2.547924912215863515e+03,2.329271583284271856e+03,2.548144132851238282e+03,1
2.328680397916678430e+03,2.548491151798105875e+03,2.328578006756605191e+03,2.548381534051646668e+03,2.328782789076751669e+03,2.548600769544565082e+03,1
2.328191545482124639e+03,2.548947710067423486e+03,2.328089274019745062e+03,2.548837980636627890e+03,2.328293816944504215e+03,2.549057439498219082e+03,1
2.327701763662656958e+03,2.549403271323085391e+03,2.327599604051074948e+03,2.549293437750069643e+03,2.327803923274238969e+03,2.549513104896101140e+03,1
2.327211981843189278e+03,2.549858832578747297e+03,2.327109822231607268e+03,2.549748999005731548e+03,2.327314141454771288e+03,2.549968666151763045e+03,1
2.326722200023721598e+03,2.550314393834409202e+03,2.326619819833622842e+03,2.550204765842202505e+03,2.326824580213820354e+03,2.550424021826615899e+03,1
2.326234254307040374e+03,2.550771919911651821e+03,2.326131618840917326e+03,2.550662530876124038e+03,2.326336889773163421e+03,2.550881308947179605e+03,1
2.325746601724270022e+03,2.551229759672768068e+03,2.325643931157839688e+03,2.551120403581081973e+03,2.325849272290700355e+03,2.551339115764454164e+03,1
2.325258949141500125e+03,2.551687599433883861e+03,2.325156273599639462e+03,2.551578248013666325e+03,2.325361624683360787e+03,2.551796950854101397e+03,1
2.324771338223896237e+03,2.552145483566966504e+03,2.324668654958954448e+03,2.552036139398850992e+03,2.324874021488838025e+03,2.552254827735082017e+03,1
2.324283750319148567e+03,2.552603392207947309e+03,2.324181064306408643e+03,2.552494050620307462e+03,2.324386436331888490e+03,2.552712733795587155e+03,1
2.323796162414400442e+03,2.553061300848927658e+03,2.323693375629046386e+03,2.552952053987386535e+03,2.323898949199754497e+03,2.553170547710468782e+03,1
2.323309420933897400e+03,2.553520106738440973e+03,2.323206389666599989e+03,2.553411090418749154e+03,2.323412452201194810e+03,2.553629123058132791e+03,1
2.322823889571845939e+03,2.553980195409031694e+03,2.322720714687466170e+03,2.553871315001091716e+03,2.322927064456225708e+03,2.554089075816971672e+03,1
2.322338358209794478e+03,2.554440284079621961e+03,2.322235182153273399e+03,2.554331404782412847e+03,2.322441534266315557e+03,2.554549163376831075e+03,1
2.321852836754497275e+03,2.554900383203549154e+03,2.321749654163836112e+03,2.554791510098585604e+03,2.321956019345158438e+03,2.555009256308512704e+03,1
2.321367360619836745e+03,2.555360530148574981e+03,2.321264172667414641e+03,2.555251662125377607e+03,2.321470548572258849e+03,2.555469398171772355e+03,1
2.320881884485176670e+03,2.555820677093600807e+03,2.320778696532754566e+03,2.555711809070403433e+03,2.320985072437598774e+03,2.555929545116798181e+03,1
2.320396408350516140e+03,2.556280824038626633e+03,2.320292994103532692e+03,2.556172170950677355e+03,2.320499822597499588e+03,2.556389477126575912e+03,1
2.319912851541402688e+03,2.556742986933790235e+03,2.319809195169176746e+03,2.556634564811984092e+03,2.320016507913628629e+03,2.556851409055596378e+03,1
2.319429433218143458e+03,2.557205295286601086e+03,2.319325760570025523e+03,2.557096888727610349e+03,2.319533105866261394e+03,2.557313701845591822e+03,1
2.318946014894884684e+03,2.557667603639412391e+03,2.318842338557783478e+03,2.557559200608434367e+03,2.319049691231985889e+03,2.557776006670390416e+03,1
2.318462628037691957e+03,2.558129944891830746e+03,2.318358946326249679e+03,2.558021547001111685e+03,2.318566309749134234e+03,2.558238342782549807e+03,1
2.317979255557994748e+03,2.558592301176758610e+03,2.317875572161099626e+03,2.558483904898186665e+03,2.318082938954889869e+03,2.558700697455330555e+03,1
2.317495883078297084e+03,2.559054657461686475e+03,2.317392095445187806e+03,2.558946360983380146e+03,2.317599670711406361e+03,2.559162953939992803e+03,1
2.317013402332655460e+03,2.559517941804753718e+03,2.316909370144325294e+03,2.559409880230680301e+03,2.317117434520985626e+03,2.559626003378827136e+03,1
2.316532125236988577e+03,2.559982478827527757e+03,2.316427952809631279e+03,2.559874552438824594e+03,2.316636297664345875e+03,2.560090405216230920e+03,1
2.316050848141322149e+03,2.560447015850302250e+03,2.315946675713964851e+03,2.560339089461599087e+03,2.316155020568679447e+03,2.560554942239005413e+03,1
2.315569571045655266e+03,2.560911552873076289e+03,2.315465398618297968e+03,2.560803626484373126e+03,2.315673743473012564e+03,2.561019479261779452e+03,1
2.315088293949988383e+03,2.561376089895850328e+03,2.314984121522631085e+03,2.561268163507147165e+03,2.315192466377345681e+03,2.561484016284553491e+03,1
2.314607016854321500e+03,2.561840626918624366e+03,2.314502844426964202e+03,2.561732700529921203e+03,2.314711189281678799e+03,2.561948553307327529e+03,1
2.314125739758654618e+03,2.562305163941398405e+03,2.314021461264610934e+03,2.562197340030877513e+03,2.314230018252698301e+03,2.562412987851919297e+03,1
2.313645377223675496e+03,2.562770646355056215e+03,2.313540977711385040e+03,2.562662939615092910e+03,2.313749776735965952e+03,2.562878353095019520e+03,1
2.313165144671807411e+03,2.563236263133606371e+03,2.313060730109217729e+03,2.563128570983849841e+03,2.313269559234397093e+03,2.563343955283362902e+03,1
2.312684912119939327e+03,2.563701879912156528e+03,2.312580356595069588e+03,2.563594324613731715e+03,2.312789467644809065e+03,2.563809435210581341e+03,1
2.312205902042973321e+03,2.564168751983565471e+03,2.312101109385796917e+03,2.564061427713235389e+03,2.312310694700149725e+03,2.564276076253895553e+03,1
2.311727729502500097e+03,2.564636484075556837e+03,2.311622840580871070e+03,2.564529253883355523e+03,2.311832618424129123e+03,2.564743714267758151e+03,1
2.311249556962026872e+03,2.565104216167548202e+03,2.311144703452718204e+03,2.564996951347659888e+03,2.311354410471335541e+03,2.565211480987436516e+03,1
2.310771075873143673e+03,2.565571632154258168e+03,2.310666336126467286e+03,2.565464256246968944e+03,2.310875815619820060e+03,2.565679008061547393e+03,1
2.310291912789758499e+03,2.566038349443269908e+03,2.310187251437697796e+03,2.565930897121820635e+03,2.310396574141819201e+03,2.566145801764719181e+03,1
2.309812749706373324e+03,2.566505066732281193e+03,2.309708086531182289e+03,2.566397616186638516e+03,2.309917412881564360e+03,2.566612517277923871e+03,1
2.309333602496240474e+03,2.566971800246499697e+03,2.309228703964382930e+03,2.566864579455539570e+03,2.309438501028098017e+03,2.567079021037459825e+03,1
2.308856490770214350e+03,2.567440614377290785e+03,2.308751359201384275e+03,2.567333622072729213e+03,2.308961622339044425e+03,2.567547606681852358e+03,1
2.308379379044187772e+03,2.567909428508081874e+03,2.308274247475357697e+03,2.567802436203520301e+03,2.308484510613017846e+03,2.568016420812643446e+03,1
2.307902267318161194e+03,2.568378242638873417e+03,2.307797052636710760e+03,2.568271332064993658e+03,2.308007481999611628e+03,2.568485153212753175e+03,1
2.307425885046676740e+03,2.568847797497907322e+03,2.307320552440235133e+03,2.568741003106574226e+03,2.307531217653118347e+03,2.568954591889240419e+03,1
2.306949809270959577e+03,2.569317663589593849e+03,2.306844441799898959e+03,2.569210903596889239e+03,2.307055176742020194e+03,2.569424423582298459e+03,1
2.306473733495241959e+03,2.569787529681279921e+03,2.306368319888955739e+03,2.569680815241724304e+03,2.306579147101528179e+03,2.569894244120835538e+03,1
2.305998064353769678e+03,2.570257806876701125e+03,2.305892533549410473e+03,2.570151208333881186e+03,2.306103595158128883e+03,2.570364405419521063e+03,1
2.305523022338750252e+03,2.570728718091589599e+03,2.305417420498811680e+03,2.570622189919721677e+03,2.305628624178688824e+03,2.570835246263457520e+03,1
2.305047980323731281e+03,2.571199629306478528e+03,2.304942369700610016e+03,2.571093109842135618e+03,2.305153590946852546e+03,2.571306148770821437e+03,1
2.304573016050268507e+03,2.571670618773448041e+03,2.304467288950687816e+03,2.571564214918187645e+03,2.304678743149849197e+03,2.571777022628708437e+03,1
2.304099005590709567e+03,2.572142568317965015e+03,2.303993170905351690e+03,2.572036271472408771e+03,2.304204840276067443e+03,2.572248865163521259e+03,1
2.303624995131150627e+03,2.572614517862482444e+03,2.303519160445792750e+03,2.572508221016926200e+03,2.303730829816508503e+03,2.572720814708038688e+03,1
2.303150984671592141e+03,2.573086467406999873e+03,2.303045149986234264e+03,2.572980170561443629e+03,2.303256819356950018e+03,2.573192764252556117e+03,1
2.302676974212033201e+03,2.573558416951517302e+03,2.302571139526675324e+03,2.573452120105961058e+03,2.302782808897391078e+03,2.573664713797073546e+03,1
2.302202963752474261e+03,2.574030366496034276e+03,2.302097129067116384e+03,2.573924069650478032e+03,2.302308798437832138e+03,2.574136663341590520e+03,1
2.301728953292915321e+03,2.574502316040551705e+03,2.301623069414413749e+03,2.574396068196933811e+03,2.301834837171416893e+03,2.574608563884169598e+03,1
2.301255380239197621e+03,2.574974703944902103e+03,2.301149380685299093e+03,2.574868571506066019e+03,2.301361379793096148e+03,2.575080836383738188e+03,1
2.300782399114657892e+03,2.575447685069441832e+03,2.300676333097479983e+03,2.575341619052263923e+03,2.300888465131835801e+03,2.575553751086619741e+03,1
2.300309417990118618e+03,2.575920666193981106e+03,2.300203341333300159e+03,2.575814610817511038e+03,2.300415494646937077e+03,2.576026721570451173e+03,1
2.299836531864136759e+03,2.576393742111230949e+03,2.299730340242378588e+03,2.576287801847552146e+03,2.299942723485894930e+03,2.576499682374909753e+03,1
2.299364577839390677e+03,2.576867748109998047e+03,2.299258281994167191e+03,2.576761912419948658e+03,2.299470873684614162e+03,2.576973583800047436e+03,1
2.298892623814644139e+03,2.577341754108765144e+03,2.298786327969420654e+03,2.577235918418715755e+03,2.298998919659867624e+03,2.577447589798814533e+03,1
2.298420669789897602e+03,2.577815760107531787e+03,2.298314287942458577e+03,2.577710010863868320e+03,2.298527051637336626e+03,2.577921509351195255e+03,1
2.297949487263730589e+03,2.578290532607766636e+03,2.297842991280593196e+03,2.578184898306634750e+03,2.298055983246867982e+03,2.578396166908898522e+03,1
2.297478558089178023e+03,2.578765556818619643e+03,2.297372033909894071e+03,2.578659950951226165e+03,2.297585082268461974e+03,2.578871162686013122e+03,1
2.297007628914625457e+03,2.579240581029472651e+03,2.296901058665035180e+03,2.579135021653279637e+03,2.297114199164215734e+03,2.579346140405665665e+03,1
2.296537114729376299e+03,2.579716015768337911e+03,2.296430431043214412e+03,2.579610571038233047e+03,2.296643798415538186e+03,2.579821460498442775e+03,1
2.296067208141450919e+03,2.580192051572627861e+03,2.295960457112339100e+03,2.580086675020285838e+03,2.296173959170562739e+03,2.580297428124969883e+03,1
2.295597301553525995e+03,2.580668087376917356e+03,2.295490550524414175e+03,2.580562710824575333e+03,2.295704052582637814e+03,2.580773463929259378e+03,1
2.295127394965600615e+03,2.581144123181206851e+03,2.295020643936488796e+03,2.581038746628864828e+03,2.295234145994712435e+03,2.581249499733548873e+03,1
2.294657488377675236e+03,2.581620158985496801e+03,2.294550737348563416e+03,2.581514782433154778e+03,2.294764239406787055e+03,2.581725535537838823e+03,1
