x_central,y_central,x_border1,y_border1,x_border2,y_border2,segment_type
7.965022958984504520e+00,1.706567752387028492e+01,8.115008542553660220e+00,1.706359792741428194e+01,7.815037375415348819e+00,1.706775712032628789e+01,1
8.239242236947129427e+00,1.594303934666744738e+01,8.384958175089174404e+00,1.597863239895836251e+01,8.093526298805084451e+00,1.590744629437653224e+01,1
8.239242236947129427e+00,1.594303934666744738e+01,8.089254096370559921e+00,1.594115316364797330e+01,8.389230377523698934e+00,1.594492552968692145e+01,0
8.239221117858464893e+00,1.594471872391067357e+01,8.089232977281895387e+00,1.594283254089119950e+01,8.389209258435034400e+00,1.594660490693014765e+01,0
8.239221117858464893e+00,1.594471872391067357e+01,8.089232977281893611e+00,1.594283254089127233e+01,8.389209258435036176e+00,1.594660490693007482e+01,0
8.212780018851493224e+00,1.804729903242997580e+01,8.062791878274921942e+00,1.804541284941057455e+01,8.362768159428064507e+00,1.804918521544937704e+01,0
8.212780018851493224e+00,1.804729903242997580e+01,8.062791878274923718e+00,1.804541284941049994e+01,8.362768159428062731e+00,1.804918521544945165e+01,0
8.212758899762828690e+00,1.804897840967320022e+01,8.062770759186259184e+00,1.804709222665372437e+01,8.362747040339398197e+00,1.805086459269267607e+01,0
8.212758899762828690e+00,1.804897840967320022e+01,8.362747807221836638e+00,1.804715422786938106e+01,8.062769992303820743e+00,1.805080259147701938e+01,1
8.188326598777578624e+00,1.604009194681419714e+01,8.338315506236586572e+00,1.603826776501037799e+01,8.038337691318570677e+00,1.604191612861801630e+01,1
8.188326598777578624e+00,1.604009194681419714e+01,8.327170858213371218e+00,1.609685700315809598e+01,8.049482339341786030e+00,1.598332689047029653e+01,0
8.193290826912884128e+00,1.602794971313189265e+01,8.332135086348676722e+00,1.608471476947579148e+01,8.054446567477091534e+00,1.597118465678799204e+01,0
8.193290826912884128e+00,1.602794971313189265e+01,8.332110717220306384e+00,1.608477433855991734e+01,8.054470936605461873e+00,1.597112508770386974e+01,0
8.198288597130185096e+00,1.601574039528559723e+01,8.337108487437607351e+00,1.607256502071362192e+01,8.059468706822762840e+00,1.595891576985757432e+01,0
8.198288597130185096e+00,1.601574039528559723e+01,8.333114360709767965e+00,1.608148241742655671e+01,8.063462833550602227e+00,1.594999837314463598e+01,1
8.234669270398962126e+00,1.594112979017696574e+01,8.369495033978544996e+00,1.600687181231792522e+01,8.099843506819379257e+00,1.587538776803600449e+01,1
8.234669270398962126e+00,1.594112979017696574e+01,8.084671900177147208e+00,1.594024157480918902e+01,8.384666640620777045e+00,1.594201800554474246e+01,0
8.234659324166445415e+00,1.594280946019309830e+01,8.084661953944630497e+00,1.594192124482532158e+01,8.384656694388260334e+00,1.594369767556087503e+01,0
8.234659324166445415e+00,1.594280946019309830e+01,8.084661953944628721e+00,1.594192124482538908e+01,8.384656694388262110e+00,1.594369767556080753e+01,0
8.222216587288979639e+00,1.804407665037517461e+01,8.072219217067162944e+00,1.804318843500746539e+01,8.372213957510796334e+00,1.804496486574288383e+01,0
8.222216587288979639e+00,1.804407665037517461e+01,8.072219217067164720e+00,1.804318843500739789e+01,8.372213957510794557e+00,1.804496486574295133e+01,0
8.222206641056462928e+00,1.804575632039130895e+01,8.072209270834648009e+00,1.804486810502353222e+01,8.372204011278277846e+00,1.804664453575908567e+01,0
8.222206641056462928e+00,1.804575632039130895e+01,8.368582655496492606e+00,1.801298342920587814e+01,8.075830626616433250e+00,1.807852921157673975e+01,1
7.966433021712860274e+00,1.690337547926916884e+01,8.116344059303967740e+00,1.690854082614596976e+01,7.816521984121752809e+00,1.689821013239236791e+01,1
8.299903815842995414e+00,1.579079370743330379e+01,8.443588550339633514e+00,1.583385990151439771e+01,8.156219081346357314e+00,1.574772751335220988e+01,1
8.299903815842995414e+00,1.579079370743330379e+01,8.164466854131365636e+00,1.572632022914709005e+01,8.435340777554625191e+00,1.585526718571951754e+01,0
8.299172114342972861e+00,1.579233076469587260e+01,8.163735152631343084e+00,1.572785728640965885e+01,8.434609076054602639e+00,1.585680424298208635e+01,0
8.299172114342972861e+00,1.579233076469587260e+01,8.163735152631309333e+00,1.572785728640973346e+01,8.434609076054636390e+00,1.585680424298201174e+01,0
8.240635994341255710e+00,1.591529534570136839e+01,8.105199032629592182e+00,1.585082186741522925e+01,8.376072956052919238e+00,1.597976882398750753e+01,0
8.240635994341255710e+00,1.591529534570136839e+01,8.105199032629595735e+00,1.585082186741522214e+01,8.376072956052915686e+00,1.597976882398751464e+01,0
8.239904292841234934e+00,1.591683240296393542e+01,8.104467331129574958e+00,1.585235892467778918e+01,8.375341254552894910e+00,1.598130588125008167e+01,0
8.239904292841234934e+00,1.591683240296393542e+01,8.377033866404490325e+00,1.597762286318887348e+01,8.102774719277979543e+00,1.585604194273899736e+01,1
8.296448289808157739e+00,1.578928189318089892e+01,8.433577863371413130e+00,1.585007235340583698e+01,8.159318716244902348e+00,1.572849143295596086e+01,1
8.296448289808157739e+00,1.578928189318089892e+01,8.155693705643528801e+00,1.573743454959762111e+01,8.437202873972786676e+00,1.584112923676417672e+01,0
8.295859055707952123e+00,1.579088153927688154e+01,8.155104471543323186e+00,1.573903419569360373e+01,8.436613639872581061e+00,1.584272888286015935e+01,0
8.295859055707952123e+00,1.579088153927688154e+01,8.155104471543344502e+00,1.573903419569354689e+01,8.436613639872559745e+00,1.584272888286021619e+01,0
8.248720327691446030e+00,1.591885322695548943e+01,8.107965743526838409e+00,1.586700588337215478e+01,8.389474911856053652e+00,1.597070057053882408e+01,0
8.248720327691446030e+00,1.591885322695548943e+01,8.107965743526799329e+00,1.586700588337226137e+01,8.389474911856092731e+00,1.597070057053871750e+01,0
8.248131093591240415e+00,1.592045287305147383e+01,8.107376509426593714e+00,1.586860552946824576e+01,8.388885677755887116e+00,1.597230021663470190e+01,0
8.248131093591240415e+00,1.592045287305147383e+01,8.384842479012705851e+00,1.598217804697705979e+01,8.111419708169774978e+00,1.585872769912588787e+01,1
8.781336957607372540e+00,1.473948718679232073e+01,8.918048343028837976e+00,1.480121236071790669e+01,8.644625572185907103e+00,1.467776201286673476e+01,1
8.781336957607372540e+00,1.473948718679232073e+01,8.645221745805027780e+00,1.467645823220791534e+01,8.917452169409717300e+00,1.480251614137672611e+01,0
